ano;regiao;pop_faixas;em;acesso_esgoto;pbf;desocupados;informalidade;municipio_rural
2016;Norte;10.000-24.999;25,81;1,04;90,62;83,54;100,00;Rural
2016;Norte;50.000-99.999;21,31;0,86;65,37;81,77;70,65;Urbano
2016;Norte;10.000-24.999;25,00;2,14;42,25;82,61;90,91;Urbano
2016;Norte;50.000-99.999;23,40;1,08;75,89;82,16;80,48;Urbano
2016;Norte;25.000-49.999;25,42;0,13;80,57;69,66;90,51;Rural
2016;Norte;25.000-49.999;19,22;0,45;81,18;86,54;87,86;Urbano
2016;Norte;10.000-24.999;16,72;0,88;85,51;97,60;87,50;Urbano
2016;Norte;50.000-99.999;23,09;2,93;65,10;75,93;82,58;Urbano
2016;Norte;10.000-24.999;20,59;0,95;83,86;76,19;41,38;Rural
2016;Norte;10.000-24.999;14,65;3,09;71,37;81,69;74,38;Rural
2016;Norte;25.000-49.999;13,75;0,51;82,51;67,48;73,85;Rural
2016;Norte;A partir de 100.000;33,70;1,12;66,33;76,96;69,88;Urbano
2016;Norte;25.000-49.999;40,55;1,63;77,65;78,03;87,18;Rural
2016;Norte;25.000-49.999;13,02;0,13;85,64;81,01;70,70;Rural
2016;Norte;50.000-99.999;13,75;0,07;81,76;83,18;74,38;Rural
2016;Norte;10.000-24.999;21,21;2,07;68,88;81,19;70,00;Rural
2016;Norte;10.000-24.999;39,02;9,34;76,92;83,89;57,89;Rural
2016;Norte;Até 4.999;25,00;4,08;92,86;80,95;100,00;Rural
2016;Norte;10.000-24.999;10,49;1,46;84,95;86,83;85,42;Rural
2016;Norte;10.000-24.999;26,32;0,42;86,61;93,40;100,00;Rural
2016;Norte;50.000-99.999;18,76;0,85;82,33;75,78;73,29;Urbano
2016;Norte;25.000-49.999;7,43;0,59;91,88;95,89;69,23;Rural
2016;Norte;10.000-24.999;15,00;10,40;88,15;98,71;0,00;Urbano
2016;Norte;50.000-99.999;16,80;0,63;77,45;69,78;79,28;Urbano
2016;Norte;50.000-99.999;18,45;0,21;80,09;88,78;54,05;Rural
2016;Norte;25.000-49.999;23,13;3,08;51,97;68,65;63,38;Urbano
2016;Norte;50.000-99.999;19,42;5,84;71,45;84,26;83,03;Urbano
2016;Norte;25.000-49.999;28,62;0,12;73,85;78,41;70,26;Urbano
2016;Norte;25.000-49.999;23,71;0,20;83,13;76,45;72,27;Rural
2016;Norte;50.000-99.999;20,75;1,01;82,66;90,60;85,55;Urbano
2016;Norte;50.000-99.999;12,64;1,11;88,50;84,19;72,12;Rural
2016;Norte;50.000-99.999;20,60;2,93;64,75;74,27;74,43;Urbano
2016;Norte;10.000-24.999;40,28;0,29;89,84;77,36;64,81;Rural
2016;Norte;5.000-9.999;25,00;2,72;81,52;98,49;66,67;Urbano
2016;Norte;25.000-49.999;26,80;1,97;83,04;96,38;68,29;Urbano
2016;Norte;A partir de 100.000;26,49;4,76;70,40;78,65;77,25;Urbano
2016;Norte;10.000-24.999;37,18;1,35;84,75;81,27;100,00;Rural
2016;Norte;25.000-49.999;17,47;1,23;81,93;71,02;55,88;Urbano
2016;Norte;10.000-24.999;32,24;3,04;79,83;82,57;87,78;Urbano
2016;Norte;Até 4.999;16,22;1,74;95,22;92,77;100,00;Rural
2016;Norte;A partir de 100.000;37,49;2,12;81,81;85,57;90,79;Urbano
2016;Norte;10.000-24.999;22,63;1,48;86,15;93,67;68,18;Rural
2016;Norte;5.000-9.999;22,39;3,06;69,95;91,88;65,00;Urbano
2016;Norte;5.000-9.999;47,62;5,06;59,55;86,62;94,74;Urbano
2016;Norte;10.000-24.999;66,25;22,05;78,86;84,52;72,92;Urbano
2016;Norte;Até 4.999;23,33;3,73;44,78;77,88;76,19;Urbano
2016;Norte;5.000-9.999;17,50;1,89;45,14;68,49;81,40;Urbano
2016;Norte;A partir de 100.000;30,43;8,20;49,73;68,46;62,30;Urbano
2016;Norte;Até 4.999;33,33;8,78;82,98;85,31;85,00;Urbano
2016;Norte;25.000-49.999;32,67;0,75;71,45;77,38;87,63;Urbano
2016;Norte;10.000-24.999;38,55;1,49;75,40;82,51;62,32;Urbano
2016;Norte;Até 4.999;26,47;2,33;62,10;67,83;61,36;Urbano
2016;Norte;Até 4.999;35,29;2,29;61,43;83,11;69,23;Urbano
2016;Norte;10.000-24.999;45,90;0,68;72,76;85,39;20,00;Urbano
2016;Norte;25.000-49.999;34,84;29,90;50,82;66,33;60,15;Urbano
2016;Norte;Até 4.999;29,03;5,76;78,79;89,52;46,15;Urbano
2016;Norte;5.000-9.999;21,95;16,22;62,77;77,24;67,65;Urbano
2016;Norte;10.000-24.999;23,44;1,02;63,58;90,56;61,90;Urbano
2016;Norte;10.000-24.999;23,36;0,24;71,29;80,97;62,07;Urbano
2016;Norte;10.000-24.999;17,31;3,25;82,35;82,03;61,54;Rural
2016;Norte;10.000-24.999;29,73;28,65;66,25;79,16;77,91;Urbano
2016;Norte;50.000-99.999;21,07;12,99;38,84;66,51;59,02;Urbano
2016;Norte;5.000-9.999;42,55;9,11;87,29;74,86;47,62;Urbano
2016;Norte;5.000-9.999;36,17;14,62;78,42;90,12;71,43;Rural
2016;Norte;Até 4.999;23,08;1,08;57,71;94,69;0,00;Rural
2016;Norte;10.000-24.999;27,47;2,41;68,40;75,87;80,28;Urbano
2016;Norte;5.000-9.999;15,22;0,44;80,67;80,11;96,88;Rural
2016;Norte;5.000-9.999;45,90;0,53;57,77;78,63;70,00;Urbano
2016;Norte;Até 4.999;26,00;1,36;68,29;83,33;66,67;Rural
2016;Norte;10.000-24.999;50,62;3,68;71,89;85,34;66,00;Urbano
2016;Norte;50.000-99.999;15,82;8,27;47,37;58,98;64,35;Urbano
2016;Norte;10.000-24.999;51,61;10,93;47,23;77,26;57,58;Urbano
2016;Norte;5.000-9.999;52,50;2,51;51,88;76,09;65,91;Urbano
2016;Norte;Até 4.999;31,03;1,28;74,79;93,75;100,00;Rural
2016;Norte;50.000-99.999;38,32;34,40;60,64;71,88;62,57;Urbano
2016;Norte;5.000-9.999;42,00;38,87;69,54;87,71;92,00;Rural
2016;Norte;5.000-9.999;28,33;2,76;74,63;87,22;32,00;Rural
2016;Norte;10.000-24.999;8,70;4,66;71,02;86,65;82,61;Rural
2016;Norte;Até 4.999;31,25;2,20;81,82;86,23;83,33;Urbano
2016;Norte;10.000-24.999;27,91;8,46;71,35;81,61;88,24;Rural
2016;Norte;10.000-24.999;28,70;2,12;86,31;74,62;68,93;Urbano
2016;Norte;A partir de 100.000;26,83;43,83;43,02;68,14;48,25;Urbano
2016;Norte;10.000-24.999;33,33;18,31;66,39;98,53;33,33;Urbano
2016;Norte;10.000-24.999;57,35;3,21;71,11;86,86;78,57;Rural
2016;Norte;10.000-24.999;34,72;0,30;75,49;82,02;84,09;Urbano
2016;Nordeste;A partir de 100.000;31,74;5,56;64,81;77,17;72,24;Urbano
2016;Nordeste;10.000-24.999;14,23;0,75;87,04;92,08;87,65;Rural
2016;Nordeste;10.000-24.999;19,41;0,94;84,28;81,77;61,27;Rural
2016;Nordeste;10.000-24.999;16,62;0,85;79,95;84,77;72,77;Urbano
2016;Nordeste;25.000-49.999;34,63;0,96;84,49;79,64;67,17;Rural
2016;Nordeste;10.000-24.999;24,56;1,21;75,36;77,18;78,26;Urbano
2016;Nordeste;25.000-49.999;21,07;0,75;79,69;78,48;63,10;Rural
2016;Nordeste;25.000-49.999;37,64;0,96;89,80;89,89;79,59;Rural
2016;Nordeste;10.000-24.999;24,66;0,66;91,58;83,04;78,57;Urbano
2016;Nordeste;25.000-49.999;21,13;0,99;87,59;74,00;40,80;Rural
2016;Nordeste;A partir de 100.000;17,34;14,81;75,70;78,75;70,24;Urbano
2016;Nordeste;A partir de 100.000;21,56;3,20;68,30;81,53;58,32;Urbano
2016;Nordeste;10.000-24.999;24,49;3,53;83,29;97,81;0,00;Rural
2016;Nordeste;50.000-99.999;25,97;0,78;82,00;72,49;70,51;Urbano
2016;Nordeste;50.000-99.999;27,36;1,03;86,57;73,58;51,42;Rural
2016;Nordeste;25.000-49.999;21,46;1,46;82,89;86,44;96,07;Rural
2016;Nordeste;25.000-49.999;29,72;1,08;88,31;83,98;58,14;Rural
2016;Nordeste;10.000-24.999;36,36;0,98;82,93;73,77;25,00;Rural
2016;Nordeste;25.000-49.999;38,28;2,61;89,59;70,14;97,44;Rural
2016;Nordeste;25.000-49.999;26,30;0,45;88,15;72,34;14,22;Rural
2016;Nordeste;10.000-24.999;33,83;0,34;85,58;83,09;87,85;Urbano
2016;Nordeste;50.000-99.999;25,59;1,51;78,08;75,58;71,54;Rural
2016;Nordeste;10.000-24.999;12,12;8,91;80,20;86,46;81,82;Rural
2016;Nordeste;10.000-24.999;37,50;1,36;86,82;94,62;100,00;Rural
2016;Nordeste;10.000-24.999;18,48;0,64;91,73;83,54;94,95;Rural
2016;Nordeste;10.000-24.999;16,30;0,38;81,87;80,30;88,69;Urbano
2016;Nordeste;10.000-24.999;35,05;14,81;74,19;96,58;22,58;Urbano
2016;Nordeste;10.000-24.999;19,75;0,06;85,66;87,80;73,63;Urbano
2016;Nordeste;A partir de 100.000;26,75;3,70;78,10;70,62;61,60;Urbano
2016;Nordeste;50.000-99.999;26,09;0,99;86,23;88,18;61,79;Urbano
2016;Nordeste;A partir de 100.000;21,59;7,92;78,48;82,10;59,46;Urbano
2016;Nordeste;25.000-49.999;29,42;2,91;80,57;98,42;33,33;Urbano
2016;Nordeste;25.000-49.999;37,82;1,48;82,81;82,40;55,15;Urbano
2016;Nordeste;10.000-24.999;8,22;3,81;92,53;96,50;100,00;Rural
2016;Nordeste;50.000-99.999;25,93;3,12;79,96;69,26;35,18;Urbano
2016;Nordeste;25.000-49.999;26,53;1,13;90,86;83,77;59,83;Urbano
2016;Nordeste;10.000-24.999;26,64;1,23;76,98;91,33;65,56;Urbano
2016;Nordeste;10.000-24.999;28,26;6,55;92,97;78,93;68,52;Rural
2016;Nordeste;25.000-49.999;25,26;0,47;69,68;69,96;77,27;Urbano
2016;Nordeste;10.000-24.999;27,08;1,96;84,71;95,43;75,00;Urbano
2016;Nordeste;10.000-24.999;25,93;2,62;80,40;85,02;72,73;Urbano
2016;Nordeste;10.000-24.999;25,00;1,42;75,89;84,62;100,00;Rural
2016;Nordeste;10.000-24.999;21,30;1,09;87,98;93,65;93,18;Urbano
2016;Nordeste;50.000-99.999;29,52;5,42;84,66;72,47;87,83;Rural
2016;Nordeste;10.000-24.999;17,50;1,11;91,56;81,12;94,74;Rural
2016;Nordeste;25.000-49.999;21,40;0,19;86,82;83,75;85,62;Rural
2016;Nordeste;10.000-24.999;17,06;0,53;87,20;82,98;38,44;Rural
2016;Nordeste;A partir de 100.000;25,81;30,26;56,86;77,36;70,67;Urbano
2016;Nordeste;10.000-24.999;12,50;6,24;92,84;82,59;77,14;Rural
2016;Nordeste;50.000-99.999;42,71;0,65;77,96;77,41;61,26;Rural
2016;Nordeste;10.000-24.999;30,23;4,40;80,64;93,13;51,85;Urbano
2016;Nordeste;5.000-9.999;28,95;9,19;90,29;52,80;100,00;Rural
2016;Nordeste;10.000-24.999;32,71;13,41;90,70;93,50;80,49;Urbano
2016;Nordeste;25.000-49.999;32,08;1,10;83,07;87,83;79,63;Urbano
2016;Nordeste;10.000-24.999;27,63;1,30;86,64;67,25;81,43;Rural
2016;Nordeste;10.000-24.999;14,71;1,72;84,54;78,33;100,00;Rural
2016;Nordeste;5.000-9.999;35,14;2,89;78,78;73,81;29,03;Urbano
2016;Nordeste;10.000-24.999;15,79;2,63;68,90;69,27;33,96;Rural
2016;Nordeste;5.000-9.999;25,00;2,20;96,54;74,42;90,32;Urbano
2016;Nordeste;10.000-24.999;29,63;2,62;87,32;91,37;62,50;Rural
2016;Nordeste;10.000-24.999;18,42;0,97;82,71;80,48;88,46;Urbano
2016;Nordeste;10.000-24.999;33,14;1,60;91,42;80,89;90,85;Rural
2016;Nordeste;25.000-49.999;22,36;0,46;87,69;56,73;1,29;Rural
2016;Nordeste;10.000-24.999;28,92;2,77;84,68;95,71;41,67;Rural
2016;Nordeste;10.000-24.999;42,50;3,38;87,29;78,13;81,14;Urbano
2016;Nordeste;10.000-24.999;44,30;1,17;88,06;86,16;26,92;Urbano
2016;Nordeste;25.000-49.999;22,52;0,78;86,89;94,04;94,90;Rural
2016;Nordeste;10.000-24.999;20,73;2,23;81,81;80,50;55,56;Rural
2016;Nordeste;A partir de 100.000;31,69;27,92;75,47;89,60;61,25;Urbano
2016;Nordeste;10.000-24.999;40,14;4,12;94,22;75,78;13,87;Rural
2016;Nordeste;10.000-24.999;29,47;5,43;87,75;87,29;17,91;Urbano
2016;Nordeste;25.000-49.999;14,99;4,26;76,09;80,93;69,21;Rural
2016;Nordeste;10.000-24.999;55,32;2,00;88,71;77,93;26,53;Urbano
2016;Nordeste;25.000-49.999;35,19;7,04;75,11;77,52;85,00;Urbano
2016;Nordeste;10.000-24.999;21,32;0,44;87,69;80,48;85,87;Rural
2016;Nordeste;25.000-49.999;14,11;0,96;82,13;70,62;35,14;Rural
2016;Nordeste;10.000-24.999;30,95;2,70;83,37;64,41;6,45;Rural
2016;Nordeste;10.000-24.999;27,82;1,34;91,85;75,41;5,93;Rural
2016;Nordeste;25.000-49.999;26,92;0,87;78,23;90,39;90,77;Urbano
2016;Nordeste;50.000-99.999;39,68;0,40;81,05;78,62;66,97;Rural
2016;Nordeste;10.000-24.999;23,58;1,14;82,78;84,11;76,92;Rural
2016;Nordeste;10.000-24.999;28,85;1,71;83,90;91,53;75,00;Urbano
2016;Nordeste;10.000-24.999;31,17;3,04;85,10;68,70;51,95;Rural
2016;Nordeste;10.000-24.999;39,47;0,46;60,09;74,17;87,14;Urbano
2016;Nordeste;25.000-49.999;30,21;2,84;72,38;79,78;86,14;Urbano
2016;Nordeste;25.000-49.999;30,57;18,37;86,71;96,05;51,85;Urbano
2016;Nordeste;25.000-49.999;38,29;1,61;79,05;79,21;81,19;Rural
2016;Nordeste;25.000-49.999;24,08;0,60;89,88;67,60;66,41;Rural
2016;Nordeste;50.000-99.999;36,22;3,82;68,28;77,39;74,35;Urbano
2016;Nordeste;50.000-99.999;22,36;2,91;84,79;84,66;69,79;Rural
2016;Nordeste;10.000-24.999;34,15;7,66;82,48;92,97;46,67;Rural
2016;Nordeste;10.000-24.999;27,62;0,43;94,02;91,20;17,69;Rural
2016;Nordeste;25.000-49.999;41,35;0,75;83,46;80,82;68,49;Rural
2016;Nordeste;10.000-24.999;10,26;0,90;79,94;88,36;75,00;Rural
2016;Nordeste;25.000-49.999;29,03;3,52;88,37;98,24;80,00;Rural
2016;Nordeste;25.000-49.999;24,01;3,84;83,93;86,90;92,68;Rural
2016;Nordeste;25.000-49.999;34,30;1,56;84,87;97,98;60,00;Rural
2016;Nordeste;5.000-9.999;20,69;2,82;88,03;93,00;57,14;Rural
2016;Nordeste;10.000-24.999;38,83;2,05;92,42;98,38;63,64;Rural
2016;Nordeste;10.000-24.999;18,60;1,74;89,76;81,85;46,51;Rural
2016;Nordeste;10.000-24.999;21,74;1,84;83,13;80,45;32,00;Rural
2016;Nordeste;25.000-49.999;34,38;4,50;74,68;79,58;72,48;Urbano
2016;Nordeste;A partir de 100.000;32,81;9,78;74,42;76,96;85,79;Rural
2016;Nordeste;A partir de 100.000;33,77;51,24;65,89;78,50;73,41;Urbano
2016;Nordeste;10.000-24.999;30,69;4,04;83,93;69,59;19,20;Rural
2016;Nordeste;25.000-49.999;34,17;0,27;84,50;81,39;71,51;Urbano
2016;Nordeste;10.000-24.999;32,65;0,25;78,34;97,71;50,00;Urbano
2016;Nordeste;10.000-24.999;29,69;1,58;68,88;76,36;82,76;Urbano
2016;Nordeste;5.000-9.999;22,58;1,39;89,93;88,29;100,00;Rural
2016;Nordeste;10.000-24.999;18,21;1,01;88,96;69,01;18,28;Rural
2016;Nordeste;10.000-24.999;29,63;2,16;81,90;77,08;76,47;Rural
2016;Nordeste;10.000-24.999;29,69;1,08;92,45;79,77;51,92;Rural
2016;Nordeste;5.000-9.999;15,15;5,85;77,19;67,44;83,33;Rural
2016;Nordeste;25.000-49.999;22,71;1,41;85,75;70,88;84,24;Urbano
2016;Nordeste;A partir de 100.000;25,12;4,60;75,22;85,82;76,42;Urbano
2016;Nordeste;25.000-49.999;26,62;1,19;76,58;80,13;96,23;Rural
2016;Nordeste;25.000-49.999;13,71;0,90;92,96;64,44;14,82;Rural
2016;Nordeste;50.000-99.999;30,84;0,89;83,75;94,02;55,75;Rural
2016;Nordeste;25.000-49.999;30,35;0,31;84,41;80,60;76,69;Urbano
2016;Nordeste;25.000-49.999;29,57;2,27;84,85;73,91;50,91;Rural
2016;Nordeste;50.000-99.999;25,68;1,31;86,04;77,97;89,79;Rural
2016;Nordeste;25.000-49.999;44,32;1,98;86,53;90,95;70,45;Rural
2016;Nordeste;25.000-49.999;31,85;1,14;86,68;82,91;22,63;Rural
2016;Nordeste;25.000-49.999;29,60;0,35;78,86;78,22;87,67;Urbano
2016;Nordeste;10.000-24.999;39,17;1,83;73,71;77,54;73,26;Urbano
2016;Nordeste;Até 4.999;40,48;1,85;72,82;73,84;20,00;Rural
2016;Nordeste;25.000-49.999;23,19;1,39;71,65;77,67;59,73;Urbano
2016;Nordeste;5.000-9.999;25,49;0,85;80,30;91,62;40,00;Rural
2016;Nordeste;5.000-9.999;43,14;0,82;85,97;63,08;43,01;Rural
2016;Nordeste;Até 4.999;44,44;1,86;80,12;64,18;21,74;Rural
2016;Nordeste;10.000-24.999;15,29;0,36;87,44;66,18;61,74;Urbano
2016;Nordeste;25.000-49.999;23,51;3,34;88,21;63,43;22,44;Rural
2016;Nordeste;25.000-49.999;30,60;5,40;83,36;79,45;43,03;Rural
2016;Nordeste;25.000-49.999;27,03;13,09;79,38;86,27;73,75;Urbano
2016;Nordeste;5.000-9.999;22,22;1,92;76,44;94,63;63,64;Rural
2016;Nordeste;10.000-24.999;28,15;0,43;88,59;93,67;57,14;Rural
2016;Nordeste;25.000-49.999;31,38;3,94;73,98;91,32;56,10;Urbano
2016;Nordeste;10.000-24.999;24,36;0,21;84,14;76,07;51,76;Rural
2016;Nordeste;10.000-24.999;32,41;1,27;74,10;77,36;50,42;Urbano
2016;Nordeste;25.000-49.999;22,61;0,92;72,79;93,61;47,12;Urbano
2016;Nordeste;10.000-24.999;12,66;1,15;71,99;84,89;34,09;Urbano
2016;Nordeste;10.000-24.999;25,76;0,77;83,52;93,62;50,00;Urbano
2016;Nordeste;Até 4.999;25,00;1,62;69,81;84,92;65,00;Urbano
2016;Nordeste;25.000-49.999;28,11;4,70;84,00;76,82;28,86;Urbano
2016;Nordeste;50.000-99.999;26,49;3,25;57,24;80,77;66,50;Urbano
2016;Nordeste;10.000-24.999;28,36;30,73;78,63;85,76;44,44;Urbano
2016;Nordeste;10.000-24.999;15,05;2,01;76,54;94,18;94,12;Rural
2016;Nordeste;Até 4.999;10,00;0,46;78,34;90,62;70,00;Rural
2016;Nordeste;5.000-9.999;26,67;2,75;78,99;85,07;82,93;Urbano
2016;Nordeste;10.000-24.999;46,81;39,06;79,06;74,26;19,23;Rural
2016;Nordeste;10.000-24.999;30,49;1,95;79,19;74,79;30,91;Rural
2016;Nordeste;10.000-24.999;10,68;0,20;89,08;85,92;35,19;Rural
2016;Nordeste;25.000-49.999;32,47;3,44;75,10;94,78;50,00;Rural
2016;Nordeste;5.000-9.999;23,68;3,75;81,23;96,89;25,00;Rural
2016;Nordeste;25.000-49.999;18,81;0,64;77,00;82,70;87,50;Rural
2016;Nordeste;25.000-49.999;22,03;17,87;81,77;92,95;44,72;Rural
2016;Nordeste;10.000-24.999;32,31;1,05;88,19;98,12;3,12;Rural
2016;Nordeste;25.000-49.999;16,94;0,63;86,94;61,21;98,65;Rural
2016;Nordeste;10.000-24.999;17,31;2,70;88,73;89,16;60,00;Rural
2016;Nordeste;5.000-9.999;20,34;1,65;79,52;80,09;74,42;Rural
2016;Nordeste;5.000-9.999;16,67;1,25;79,50;88,37;55,00;Rural
2016;Nordeste;10.000-24.999;13,41;1,30;83,75;69,82;14,04;Rural
2016;Nordeste;A partir de 100.000;18,45;4,29;56,90;76,99;80,11;Urbano
2016;Nordeste;10.000-24.999;22,69;5,73;76,06;78,96;69,17;Rural
2016;Nordeste;25.000-49.999;25,81;1,74;80,68;96,18;70,10;Urbano
2016;Nordeste;50.000-99.999;30,45;25,58;65,69;76,80;54,99;Urbano
2016;Nordeste;10.000-24.999;29,19;3,72;79,08;55,73;3,76;Rural
2016;Nordeste;25.000-49.999;37,59;1,37;79,06;76,63;83,22;Urbano
2016;Nordeste;50.000-99.999;34,09;1,57;67,60;81,95;78,64;Urbano
2016;Nordeste;10.000-24.999;20,69;4,00;88,97;72,61;5,88;Urbano
2016;Nordeste;5.000-9.999;18,07;4,52;83,85;96,57;57,14;Urbano
2016;Nordeste;5.000-9.999;23,91;0,61;66,33;85,26;71,43;Urbano
2016;Nordeste;5.000-9.999;12,50;0,79;70,45;80,65;15,79;Urbano
2016;Nordeste;Até 4.999;41,67;0,83;73,83;77,85;56,67;Urbano
2016;Nordeste;25.000-49.999;22,92;0,90;77,13;82,22;65,32;Urbano
2016;Nordeste;10.000-24.999;25,53;19,60;72,88;78,40;68,60;Rural
2016;Nordeste;A partir de 100.000;29,50;11,31;63,66;77,75;67,32;Urbano
2016;Nordeste;25.000-49.999;14,40;2,75;76,10;80,37;79,07;Urbano
2016;Nordeste;10.000-24.999;30,91;0,68;62,25;73,22;94,34;Urbano
2016;Nordeste;10.000-24.999;25,00;22,64;78,80;87,77;70,59;Rural
2016;Nordeste;50.000-99.999;35,92;4,81;82,88;81,40;77,03;Rural
2016;Nordeste;25.000-49.999;37,59;20,60;80,35;79,73;56,50;Rural
2016;Nordeste;5.000-9.999;28,57;8,51;83,83;71,58;91,30;Urbano
2016;Nordeste;10.000-24.999;43,33;14,25;73,35;74,68;51,22;Rural
2016;Nordeste;25.000-49.999;34,30;0,55;79,30;82,52;77,84;Rural
2016;Nordeste;5.000-9.999;55,00;28,93;78,17;96,30;0,00;Urbano
2016;Nordeste;10.000-24.999;28,57;2,71;72,09;67,97;52,17;Rural
2016;Nordeste;50.000-99.999;30,74;10,54;69,30;77,65;69,95;Urbano
2016;Nordeste;50.000-99.999;32,02;9,25;63,65;83,32;65,92;Urbano
2016;Nordeste;25.000-49.999;36,88;2,21;73,24;85,70;57,71;Rural
2016;Nordeste;10.000-24.999;29,25;3,58;70,96;59,72;88,35;Urbano
2016;Nordeste;10.000-24.999;32,26;20,05;64,27;77,16;63,16;Rural
2016;Nordeste;10.000-24.999;32,70;1,31;79,90;71,28;97,61;Rural
2016;Nordeste;10.000-24.999;24,92;14,93;75,02;74,82;77,51;Rural
2016;Nordeste;10.000-24.999;23,81;5,28;77,89;83,64;69,70;Rural
2016;Nordeste;50.000-99.999;34,42;3,80;60,19;77,22;62,65;Urbano
2016;Nordeste;10.000-24.999;29,06;4,22;76,86;73,99;29,00;Rural
2016;Nordeste;10.000-24.999;36,17;0,41;73,72;77,29;70,45;Urbano
2016;Nordeste;25.000-49.999;33,49;41,80;74,42;80,49;54,30;Urbano
2016;Nordeste;50.000-99.999;37,30;4,68;75,15;84,64;81,69;Rural
2016;Nordeste;25.000-49.999;37,75;9,50;77,49;75,74;72,94;Rural
2016;Nordeste;50.000-99.999;35,49;42,14;78,63;52,29;2,84;Rural
2016;Nordeste;50.000-99.999;29,17;54,88;70,61;81,99;56,33;Urbano
2016;Nordeste;50.000-99.999;43,58;14,33;69,99;81,79;82,43;Urbano
2016;Nordeste;25.000-49.999;39,12;6,54;70,59;66,21;74,17;Urbano
2016;Nordeste;50.000-99.999;32,52;12,07;75,47;74,60;42,69;Urbano
2016;Nordeste;10.000-24.999;38,78;0,54;67,39;60,43;94,19;Rural
2016;Nordeste;10.000-24.999;50,00;3,06;74,76;85,45;44,83;Rural
2016;Nordeste;25.000-49.999;27,58;0,64;73,44;82,14;89,20;Rural
2016;Nordeste;10.000-24.999;47,73;1,81;75,34;73,68;93,88;Rural
2016;Nordeste;10.000-24.999;36,36;1,27;65,57;73,38;81,82;Rural
2016;Nordeste;50.000-99.999;39,78;2,95;68,64;83,42;60,91;Urbano
2016;Nordeste;A partir de 100.000;32,97;33,36;61,59;77,74;63,58;Urbano
2016;Nordeste;10.000-24.999;37,25;1,20;68,50;75,98;55,64;Urbano
2016;Nordeste;10.000-24.999;25,31;0,17;69,57;77,88;51,94;Urbano
2016;Nordeste;10.000-24.999;37,46;14,69;78,26;81,24;51,69;Urbano
2016;Nordeste;50.000-99.999;30,79;31,74;67,00;79,04;65,44;Urbano
2016;Nordeste;A partir de 100.000;30,81;25,88;61,55;76,72;69,12;Urbano
2016;Nordeste;10.000-24.999;49,62;64,81;68,20;82,59;53,50;Urbano
2016;Nordeste;50.000-99.999;41,80;0,29;78,14;75,72;81,49;Rural
2016;Nordeste;10.000-24.999;35,27;10,20;73,26;88,06;52,70;Urbano
2016;Nordeste;25.000-49.999;32,45;2,04;76,57;77,52;78,60;Rural
2016;Nordeste;50.000-99.999;34,01;4,87;47,57;73,34;37,86;Urbano
2016;Nordeste;10.000-24.999;29,97;2,17;76,16;80,49;42,05;Rural
2016;Nordeste;10.000-24.999;44,83;24,01;78,53;68,99;40,82;Rural
2016;Nordeste;10.000-24.999;22,43;0,99;72,09;80,20;59,60;Rural
2016;Nordeste;50.000-99.999;29,11;22,57;79,23;72,62;34,70;Rural
2016;Nordeste;50.000-99.999;26,43;4,33;63,87;77,19;60,81;Urbano
2016;Nordeste;10.000-24.999;42,81;35,83;76,32;69,79;48,73;Rural
2016;Nordeste;25.000-49.999;27,20;12,54;78,63;82,67;69,48;Urbano
2016;Nordeste;25.000-49.999;29,21;3,82;72,30;67,21;70,55;Rural
2016;Nordeste;10.000-24.999;53,33;17,23;60,62;54,17;29,23;Urbano
2016;Nordeste;10.000-24.999;47,43;26,98;77,69;75,86;89,06;Urbano
2016;Nordeste;50.000-99.999;28,18;3,38;54,12;76,94;67,06;Urbano
2016;Nordeste;25.000-49.999;38,94;10,67;66,93;76,04;76,38;Urbano
2016;Nordeste;A partir de 100.000;47,36;24,42;77,71;80,86;74,35;Rural
2016;Nordeste;10.000-24.999;37,50;0,65;72,50;71,60;5,94;Rural
2016;Nordeste;25.000-49.999;48,40;1,67;82,90;83,07;44,95;Rural
2016;Nordeste;10.000-24.999;22,99;1,22;74,86;63,17;95,30;Rural
2016;Nordeste;10.000-24.999;47,58;1,95;72,36;67,14;87,66;Rural
2016;Nordeste;25.000-49.999;34,51;64,54;69,17;66,92;88,04;Urbano
2016;Nordeste;25.000-49.999;42,49;0,86;68,89;70,34;62,66;Rural
2016;Nordeste;25.000-49.999;26,96;24,60;73,46;83,16;68,80;Rural
2016;Nordeste;25.000-49.999;17,39;5,23;58,86;74,32;86,36;Rural
2016;Nordeste;A partir de 100.000;23,60;33,33;49,29;72,54;65,97;Urbano
2016;Nordeste;10.000-24.999;33,55;21,16;78,61;82,97;51,94;Rural
2016;Nordeste;25.000-49.999;29,20;9,61;73,77;81,31;56,41;Rural
2016;Nordeste;50.000-99.999;34,19;14,25;64,18;84,78;42,96;Rural
2016;Nordeste;A partir de 100.000;36,82;38,96;50,59;77,49;51,29;Urbano
2016;Nordeste;A partir de 100.000;40,50;10,58;72,75;79,27;65,36;Urbano
2016;Nordeste;25.000-49.999;32,55;0,69;70,69;76,36;58,82;Urbano
2016;Nordeste;25.000-49.999;47,26;17,63;63,59;77,96;63,31;Urbano
2016;Nordeste;25.000-49.999;32,76;8,78;73,57;77,57;34,15;Rural
2016;Nordeste;10.000-24.999;48,89;4,75;60,95;80,68;65,00;Rural
2016;Nordeste;25.000-49.999;37,76;4,72;75,19;66,35;93,89;Rural
