ano;regiao;pop_faixas;em;acesso_esgoto;pbf;desocupados;informalidade;municipio_rural
2017;Nordeste;10.000-24.999;27,50;49,34;87,66;90,42;46,67;Rural
2017;Nordeste;10.000-24.999;31,33;50,35;72,32;81,08;74,82;Rural
2017;Nordeste;25.000-49.999;28,36;51,43;80,22;74,48;79,52;Urbano
2017;Nordeste;50.000-99.999;48,76;11,01;75,16;83,33;85,68;Urbano
2017;Nordeste;10.000-24.999;32,82;65,39;67,32;81,22;75,71;Urbano
2017;Nordeste;5.000-9.999;20,51;11,48;93,11;94,15;100,00;Urbano
2017;Nordeste;10.000-24.999;25,00;27,58;76,91;71,07;7,84;Rural
2017;Nordeste;50.000-99.999;43,23;35,73;77,73;87,66;75,47;Urbano
2017;Nordeste;25.000-49.999;31,60;66,85;58,49;86,10;55,44;Urbano
2017;Nordeste;A partir de 100.000;27,23;31,00;62,68;77,34;70,30;Urbano
2017;Nordeste;10.000-24.999;34,69;8,72;86,24;88,40;86,67;Rural
2017;Nordeste;10.000-24.999;40,00;12,50;95,00;90,00;0,00;Rural
2017;Nordeste;50.000-99.999;27,27;44,92;83,15;81,16;67,49;Rural
2017;Nordeste;50.000-99.999;29,22;51,82;73,57;81,82;73,49;Urbano
2017;Nordeste;5.000-9.999;23,81;46,81;87,23;87,64;66,67;Urbano
2017;Nordeste;10.000-24.999;36,06;34,02;74,03;67,64;18,40;Rural
2017;Nordeste;10.000-24.999;59,09;27,52;77,82;84,54;53,13;Rural
2017;Nordeste;25.000-49.999;47,76;0,74;71,21;74,40;79,53;Rural
2017;Nordeste;50.000-99.999;30,00;10,67;79,43;80,94;81,68;Urbano
2017;Nordeste;10.000-24.999;20,35;31,56;88,83;61,36;64,23;Rural
2017;Nordeste;50.000-99.999;38,25;53,13;85,48;74,67;66,20;Urbano
2017;Nordeste;25.000-49.999;32,86;52,78;73,64;81,15;59,16;Urbano
2017;Nordeste;A partir de 100.000;31,38;59,98;62,00;71,74;65,62;Urbano
2017;Nordeste;10.000-24.999;28,13;32,77;89,19;61,87;54,72;Urbano
2017;Nordeste;25.000-49.999;27,61;40,01;87,22;88,36;50,89;Urbano
2017;Nordeste;10.000-24.999;34,62;32,39;81,22;76,67;78,95;Urbano
2017;Nordeste;10.000-24.999;27,44;49,42;88,33;91,43;68,33;Rural
2017;Nordeste;5.000-9.999;24,00;30,43;77,83;52,34;87,23;Rural
2017;Nordeste;10.000-24.999;28,14;29,44;81,73;76,14;88,07;Rural
2017;Nordeste;25.000-49.999;33,53;70,03;75,65;96,28;32,59;Urbano
2017;Nordeste;10.000-24.999;38,78;19,92;79,47;96,87;66,67;Urbano
2017;Nordeste;10.000-24.999;37,84;7,07;74,92;82,39;60,87;Rural
2017;Nordeste;50.000-99.999;38,79;72,16;64,79;79,71;62,80;Urbano
2017;Nordeste;10.000-24.999;23,53;28,48;80,51;91,26;13,33;Rural
2017;Nordeste;10.000-24.999;55,10;45,31;78,82;79,89;66,67;Rural
2017;Nordeste;10.000-24.999;31,25;25,14;84,46;79,22;38,46;Rural
2017;Nordeste;10.000-24.999;5,88;14,23;68,61;74,77;58,62;Rural
2017;Nordeste;50.000-99.999;34,62;92,46;72,12;72,05;88,75;Urbano
2017;Nordeste;10.000-24.999;55,10;0,91;65,08;72,40;90,91;Rural
2017;Nordeste;25.000-49.999;30,14;31,84;86,42;69,87;28,60;Rural
2017;Nordeste;10.000-24.999;23,81;10,17;79,38;88,74;91,67;Rural
2017;Nordeste;10.000-24.999;17,39;67,21;76,52;84,82;61,90;Urbano
2017;Nordeste;10.000-24.999;26,32;4,56;86,32;91,80;75,00;Rural
2017;Nordeste;25.000-49.999;31,43;50,67;76,08;83,17;80,83;Rural
2017;Nordeste;25.000-49.999;35,55;40,31;72,24;76,18;84,32;Urbano
2017;Nordeste;10.000-24.999;27,92;11,04;79,09;72,13;37,25;Rural
2017;Nordeste;10.000-24.999;18,36;64,93;85,48;74,45;66,25;Urbano
2017;Nordeste;10.000-24.999;11,43;0,98;87,47;79,75;90,00;Urbano
2017;Nordeste;25.000-49.999;38,94;32,87;81,92;66,48;8,99;Rural
2017;Nordeste;25.000-49.999;38,64;62,22;78,10;90,88;63,37;Urbano
2017;Nordeste;A partir de 100.000;29,57;30,69;64,74;81,69;78,10;Urbano
2017;Nordeste;10.000-24.999;45,00;37,25;77,45;71,84;57,14;Urbano
2017;Nordeste;50.000-99.999;34,05;66,42;69,24;79,12;70,83;Urbano
2017;Nordeste;25.000-49.999;29,44;39,12;78,98;84,18;82,26;Rural
2017;Nordeste;25.000-49.999;21,87;47,90;73,91;90,38;72,97;Rural
2017;Nordeste;10.000-24.999;15,62;2,53;81,33;62,07;41,51;Urbano
2017;Nordeste;50.000-99.999;24,62;73,26;80,53;89,00;57,50;Urbano
2017;Nordeste;25.000-49.999;41,21;71,74;85,96;92,25;65,56;Urbano
2017;Nordeste;10.000-24.999;27,03;33,84;83,72;75,88;17,95;Rural
2017;Nordeste;10.000-24.999;40,38;5,72;76,92;68,34;29,51;Rural
2017;Nordeste;10.000-24.999;31,25;19,50;67,09;88,27;73,68;Urbano
2017;Nordeste;10.000-24.999;38,02;30,18;72,43;93,28;60,00;Urbano
2017;Nordeste;5.000-9.999;50,00;30,08;69,11;80,00;10,00;Rural
2017;Nordeste;5.000-9.999;53,85;64,06;79,72;90,72;26,67;Rural
2017;Nordeste;25.000-49.999;30,88;45,75;61,43;86,78;60,94;Urbano
2017;Nordeste;25.000-49.999;29,64;70,23;66,01;82,72;80,34;Urbano
2017;Nordeste;10.000-24.999;26,47;19,57;72,05;84,09;68,75;Urbano
2017;Nordeste;25.000-49.999;35,13;23,07;82,75;85,63;86,40;Urbano
2017;Nordeste;25.000-49.999;21,10;24,94;86,77;76,23;47,74;Rural
2017;Nordeste;10.000-24.999;42,42;29,62;73,10;84,11;91,67;Urbano
2017;Nordeste;25.000-49.999;29,32;36,14;65,75;85,66;49,22;Rural
2017;Nordeste;A partir de 100.000;19,43;76,02;82,58;91,16;70,83;Urbano
2017;Nordeste;10.000-24.999;31,58;65,71;72,21;96,47;60,00;Urbano
2017;Nordeste;10.000-24.999;10,00;21,92;78,64;82,97;94,44;Rural
2017;Nordeste;10.000-24.999;28,81;7,08;81,56;91,11;87,50;Rural
2017;Nordeste;A partir de 100.000;29,40;8,33;67,89;80,32;71,99;Urbano
2017;Nordeste;25.000-49.999;21,17;39,96;83,89;81,34;86,64;Rural
2017;Nordeste;10.000-24.999;10,20;2,32;87,25;83,04;100,00;Urbano
2017;Nordeste;5.000-9.999;15,27;33,12;81,82;67,47;83,33;Urbano
2017;Nordeste;10.000-24.999;19,48;1,16;87,99;84,24;46,51;Urbano
2017;Nordeste;10.000-24.999;21,93;56,12;80,32;91,34;73,95;Urbano
2017;Nordeste;5.000-9.999;24,14;69,98;83,00;96,45;0,00;Urbano
2017;Nordeste;10.000-24.999;15,79;21,56;85,79;92,61;70,59;Urbano
2017;Nordeste;5.000-9.999;28,13;20,78;96,54;96,15;0,00;Urbano
2017;Nordeste;25.000-49.999;24,60;9,04;78,80;93,65;33,33;Rural
2017;Nordeste;5.000-9.999;47,39;1,81;96,83;97,83;0,00;Rural
2017;Nordeste;10.000-24.999;35,67;0,94;87,40;77,71;31,85;Rural
2017;Nordeste;10.000-24.999;35,85;66,60;79,88;86,83;88,89;Urbano
2017;Nordeste;5.000-9.999;24,14;13,33;83,67;87,90;28,57;Urbano
2017;Nordeste;10.000-24.999;30,00;2,02;82,25;56,35;16,88;Rural
2017;Nordeste;10.000-24.999;18,56;63,31;90,78;94,31;75,86;Urbano
2017;Nordeste;50.000-99.999;27,14;13,03;67,29;85,67;73,44;Urbano
2017;Nordeste;25.000-49.999;22,71;0,65;82,28;74,32;25,53;Rural
2017;Nordeste;50.000-99.999;18,10;66,22;73,38;83,82;92,15;Urbano
2017;Nordeste;10.000-24.999;29,07;0,55;70,43;87,18;77,78;Rural
2017;Nordeste;10.000-24.999;29,25;0,68;85,13;62,66;29,24;Rural
2017;Nordeste;5.000-9.999;24,56;67,90;77,68;96,82;20,00;Urbano
2017;Nordeste;25.000-49.999;22,71;0,45;84,37;81,08;61,21;Rural
2017;Nordeste;10.000-24.999;12,37;61,46;77,64;87,86;82,14;Urbano
2017;Nordeste;10.000-24.999;22,70;1,96;81,12;81,99;39,92;Rural
2017;Nordeste;10.000-24.999;19,41;1,56;79,22;76,08;91,95;Rural
2017;Nordeste;10.000-24.999;21,88;0,87;87,08;77,74;47,46;Rural
2017;Nordeste;5.000-9.999;23,08;19,92;68,64;92,45;40,00;Urbano
2017;Nordeste;5.000-9.999;20,45;1,12;92,13;76,92;96,43;Rural
2017;Nordeste;Até 4.999;21,98;3,47;80,56;85,43;18,03;Rural
2017;Nordeste;10.000-24.999;10,41;2,91;84,51;94,02;55,00;Urbano
2017;Nordeste;Até 4.999;42,11;15,82;87,97;95,16;0,00;Urbano
2017;Nordeste;10.000-24.999;29,22;5,36;77,18;95,47;23,53;Rural
2017;Nordeste;10.000-24.999;18,33;0,26;73,18;80,72;45,21;Rural
2017;Nordeste;10.000-24.999;20,47;1,19;81,57;76,17;28,85;Rural
2017;Nordeste;A partir de 100.000;16,34;18,48;57,08;72,92;77,29;Urbano
2017;Nordeste;25.000-49.999;28,29;18,89;83,25;87,94;81,76;Urbano
2017;Nordeste;50.000-99.999;17,06;8,36;78,56;74,73;85,45;Urbano
2017;Nordeste;10.000-24.999;19,64;74,81;69,77;84,30;65,22;Urbano
2017;Nordeste;Até 4.999;32,14;4,73;72,78;91,14;75,00;Rural
2017;Nordeste;10.000-24.999;26,73;5,27;87,15;77,18;35,82;Rural
2017;Nordeste;10.000-24.999;27,22;0,58;78,45;89,51;77,27;Urbano
2017;Nordeste;10.000-24.999;36,56;16,06;66,67;82,74;72,97;Urbano
2017;Nordeste;5.000-9.999;24,44;1,87;83,41;89,50;23,53;Rural
2017;Nordeste;25.000-49.999;20,94;84,47;82,34;87,57;79,39;Urbano
2017;Nordeste;10.000-24.999;32,76;28,79;81,25;90,13;82,61;Urbano
2017;Nordeste;10.000-24.999;11,94;0,50;84,28;92,44;88,89;Urbano
2017;Nordeste;Até 4.999;18,75;0,82;100,00;90,99;100,00;Rural
2017;Nordeste;10.000-24.999;34,37;1,53;90,63;71,88;94,64;Urbano
2017;Nordeste;50.000-99.999;21,72;2,36;72,78;79,85;72,38;Urbano
2017;Nordeste;10.000-24.999;38,60;0,65;79,60;77,34;36,51;Rural
2017;Nordeste;10.000-24.999;20,29;0,95;78,13;89,15;85,71;Rural
2017;Nordeste;5.000-9.999;25,00;26,67;81,33;95,95;0,00;Urbano
2017;Nordeste;50.000-99.999;28,26;8,38;80,04;83,79;86,06;Urbano
2017;Nordeste;10.000-24.999;27,63;14,96;96,50;95,07;70,00;Urbano
2017;Nordeste;25.000-49.999;21,87;17,91;79,97;90,46;84,68;Urbano
2017;Nordeste;10.000-24.999;23,83;43,34;83,59;77,75;87,80;Rural
2017;Nordeste;10.000-24.999;24,19;0,33;82,53;75,69;85,48;Rural
2017;Nordeste;10.000-24.999;23,57;9,39;89,80;96,39;77,78;Urbano
2017;Nordeste;10.000-24.999;26,92;13,72;81,50;83,81;49,40;Rural
2017;Nordeste;10.000-24.999;17,50;26,51;86,51;92,02;69,23;Rural
2017;Nordeste;50.000-99.999;20,53;46,88;71,27;78,40;79,77;Urbano
2017;Nordeste;5.000-9.999;13,95;34,06;92,19;80,54;92,59;Urbano
2017;Nordeste;5.000-9.999;21,28;34,29;75,24;83,77;100,00;Urbano
2017;Nordeste;25.000-49.999;20,28;2,79;83,62;79,41;69,04;Urbano
2017;Nordeste;10.000-24.999;26,79;29,77;75,49;82,82;58,82;Rural
2017;Nordeste;5.000-9.999;30,00;4,27;76,92;77,89;81,98;Rural
2017;Nordeste;10.000-24.999;35,74;68,82;82,05;94,78;45,45;Urbano
2017;Nordeste;25.000-49.999;31,92;0,46;87,74;63,55;74,81;Rural
2017;Nordeste;25.000-49.999;18,84;0,94;84,09;89,83;72,40;Urbano
2017;Nordeste;50.000-99.999;23,35;62,28;75,62;89,99;63,69;Urbano
2017;Nordeste;5.000-9.999;11,54;3,27;76,80;83,74;83,33;Rural
2017;Nordeste;25.000-49.999;22,37;0,20;82,73;74,33;33,18;Rural
2017;Nordeste;10.000-24.999;22,83;77,46;69,01;90,54;60,00;Urbano
2017;Nordeste;10.000-24.999;24,17;1,13;71,05;75,15;27,15;Rural
2017;Nordeste;25.000-49.999;47,50;37,12;72,95;85,51;79,51;Urbano
2017;Nordeste;10.000-24.999;16,47;0,92;83,70;66,41;34,06;Rural
2017;Nordeste;50.000-99.999;25,23;75,80;75,90;89,99;79,28;Urbano
2017;Nordeste;10.000-24.999;29,68;11,26;82,99;97,78;50,00;Urbano
2017;Nordeste;10.000-24.999;20,00;39,89;69,47;76,79;59,18;Rural
2017;Nordeste;10.000-24.999;15,09;1,21;69,42;81,73;82,35;Rural
2017;Nordeste;25.000-49.999;27,27;53,90;74,68;85,94;55,56;Urbano
2017;Nordeste;10.000-24.999;21,36;0,68;72,85;76,62;50,00;Urbano
2017;Nordeste;10.000-24.999;34,92;5,61;68,67;79,07;47,50;Rural
2017;Nordeste;25.000-49.999;27,85;33,50;77,51;81,66;43,18;Rural
2017;Nordeste;25.000-49.999;22,82;2,79;80,02;85,53;85,91;Urbano
2017;Nordeste;10.000-24.999;14,45;2,73;82,14;77,94;57,51;Rural
2017;Nordeste;10.000-24.999;18,64;76,14;84,56;94,21;33,33;Urbano
2017;Nordeste;5.000-9.999;25,00;5,10;75,00;82,67;66,67;Urbano
2017;Nordeste;10.000-24.999;12,89;6,96;82,75;78,48;29,00;Rural
2017;Nordeste;50.000-99.999;15,96;8,41;71,27;76,87;72,16;Urbano
2017;Nordeste;5.000-9.999;25,00;21,19;74,58;92,38;75,00;Urbano
2017;Nordeste;10.000-24.999;36,73;0,63;79,83;86,12;63,33;Rural
2017;Nordeste;A partir de 100.000;20,07;36,52;69,27;75,10;61,70;Urbano
2017;Nordeste;25.000-49.999;15,97;21,67;82,54;83,73;49,68;Rural
2017;Nordeste;25.000-49.999;15,78;16,37;67,86;80,38;71,34;Rural
2017;Nordeste;10.000-24.999;20,78;17,14;76,09;90,33;71,43;Rural
2017;Nordeste;10.000-24.999;15,25;2,35;81,37;89,66;52,38;Rural
2017;Nordeste;A partir de 100.000;25,49;11,14;70,96;73,84;53,76;Rural
2017;Nordeste;10.000-24.999;19,86;13,22;67,97;82,17;66,41;Urbano
2017;Nordeste;5.000-9.999;25,00;10,29;82,35;74,39;45,45;Rural
2017;Nordeste;Até 4.999;0,00;0,74;53,68;93,33;50,00;Rural
2017;Nordeste;10.000-24.999;16,28;0,93;81,35;69,49;4,76;Rural
2017;Nordeste;10.000-24.999;16,67;54,21;75,48;82,16;93,94;Urbano
2017;Nordeste;10.000-24.999;13,64;24,44;56,39;60,98;21,28;Rural
2017;Nordeste;10.000-24.999;7,14;14,58;86,44;73,63;50,00;Rural
2017;Nordeste;5.000-9.999;4,00;5,46;74,79;70,75;51,72;Rural
2017;Nordeste;10.000-24.999;15,00;5,63;76,49;89,06;69,57;Rural
2017;Nordeste;5.000-9.999;12,00;34,06;73,75;43,75;40,74;Rural
2017;Nordeste;25.000-49.999;28,38;19,67;87,92;62,28;28,74;Urbano
2017;Nordeste;10.000-24.999;27,58;0,43;85,10;78,03;66,79;Urbano
2017;Nordeste;A partir de 100.000;23,51;59,05;73,46;76,91;74,78;Urbano
2017;Nordeste;5.000-9.999;23,08;3,73;76,00;83,13;42,31;Urbano
2017;Nordeste;5.000-9.999;14,29;7,64;89,81;94,66;75,00;Rural
2017;Nordeste;25.000-49.999;19,45;26,96;87,21;64,06;13,73;Rural
2017;Nordeste;10.000-24.999;27,30;38,65;75,35;81,48;50,96;Rural
2017;Nordeste;25.000-49.999;22,56;42,24;85,67;68,54;26,40;Rural
2017;Nordeste;25.000-49.999;32,28;72,97;74,34;81,06;78,50;Urbano
2017;Nordeste;5.000-9.999;15,56;60,64;76,06;85,16;50,00;Urbano
2017;Nordeste;10.000-24.999;16,07;62,23;72,02;82,95;75,86;Urbano
2017;Nordeste;5.000-9.999;19,44;27,44;90,54;93,43;66,67;Urbano
2017;Nordeste;10.000-24.999;17,84;4,61;78,00;72,34;31,86;Rural
2017;Nordeste;10.000-24.999;28,57;2,72;84,74;89,96;61,54;Rural
2017;Nordeste;5.000-9.999;20,51;17,08;94,49;98,82;0,00;Urbano
2017;Nordeste;Até 4.999;33,33;8,38;66,48;88,75;66,67;Rural
2017;Nordeste;50.000-99.999;16,64;24,68;77,38;75,63;78,07;Urbano
2017;Nordeste;25.000-49.999;31,67;28,14;88,23;80,09;29,13;Rural
2017;Nordeste;50.000-99.999;18,27;65,04;71,13;74,26;67,79;Urbano
2017;Nordeste;10.000-24.999;24,00;1,37;75,54;81,52;43,24;Rural
2017;Nordeste;10.000-24.999;21,56;1,72;77,34;77,78;64,43;Urbano
2017;Nordeste;10.000-24.999;32,47;36,99;88,90;69,75;36,96;Rural
2017;Nordeste;10.000-24.999;22,64;2,14;86,22;73,12;60,42;Urbano
2017;Nordeste;10.000-24.999;8,77;0,39;80,54;91,25;94,44;Rural
2017;Nordeste;Até 4.999;6,25;61,07;77,10;94,64;0,00;Rural
2017;Nordeste;A partir de 100.000;25,43;42,00;70,07;87,21;55,07;Urbano
2017;Nordeste;10.000-24.999;24,84;27,66;77,84;94,05;63,41;Rural
2017;Nordeste;5.000-9.999;14,29;76,43;82,86;97,14;50,00;Urbano
2017;Nordeste;25.000-49.999;20,81;17,50;72,98;82,61;65,22;Urbano
2017;Nordeste;10.000-24.999;10,34;0,77;77,95;85,00;81,25;Urbano
2017;Nordeste;25.000-49.999;22,01;6,60;80,56;94,24;61,70;Rural
2017;Nordeste;10.000-24.999;31,48;4,70;83,55;93,50;100,00;Rural
2017;Nordeste;10.000-24.999;33,33;0,89;87,01;89,30;59,09;Rural
2017;Nordeste;10.000-24.999;33,33;5,50;84,47;96,38;80,00;Rural
2017;Nordeste;10.000-24.999;31,58;65,09;77,36;88,74;50,00;Rural
2017;Nordeste;10.000-24.999;9,09;3,18;78,65;91,63;22,22;Rural
2017;Nordeste;5.000-9.999;15,00;52,75;81,32;93,00;16,67;Urbano
2017;Nordeste;10.000-24.999;12,50;0,68;82,88;82,12;90,63;Rural
2017;Nordeste;25.000-49.999;10,13;23,79;85,48;78,94;58,15;Rural
2017;Nordeste;5.000-9.999;28,95;3,43;85,14;83,97;56,52;Rural
2017;Nordeste;10.000-24.999;35,14;8,53;88,37;98,36;0,00;Rural
2017;Nordeste;5.000-9.999;8,33;23,85;83,08;76,33;67,65;Urbano
2017;Nordeste;10.000-24.999;8,62;62,31;79,23;90,48;83,33;Urbano
2017;Nordeste;50.000-99.999;21,09;13,70;83,85;84,10;80,96;Rural
2017;Nordeste;25.000-49.999;22,45;37,12;77,93;87,23;43,38;Rural
2017;Nordeste;25.000-49.999;20,43;15,62;73,33;82,12;50,00;Urbano
2017;Nordeste;10.000-24.999;42,62;0,21;72,96;86,11;83,33;Rural
2017;Nordeste;5.000-9.999;38,89;50,00;78,97;93,90;80,00;Urbano
2017;Nordeste;A partir de 100.000;27,34;35,30;58,68;72,69;73,06;Urbano
2017;Nordeste;10.000-24.999;54,72;2,14;83,73;54,08;11,11;Rural
2017;Nordeste;5.000-9.999;30,00;70,13;86,36;95,24;100,00;Urbano
2017;Nordeste;10.000-24.999;18,63;52,38;76,01;96,68;50,00;Rural
2017;Nordeste;10.000-24.999;10,17;4,36;85,86;93,98;42,86;Rural
2017;Nordeste;10.000-24.999;36,78;19,94;83,21;91,10;60,61;Rural
2017;Nordeste;10.000-24.999;30,12;4,90;84,86;92,97;78,95;Rural
2017;Nordeste;50.000-99.999;32,71;35,90;73,97;76,22;72,21;Urbano
2017;Nordeste;10.000-24.999;31,14;2,76;72,81;87,28;79,84;Rural
2017;Nordeste;10.000-24.999;41,86;27,79;76,57;84,67;65,00;Rural
2017;Nordeste;5.000-9.999;30,77;3,24;75,71;88,07;62,50;Rural
2017;Nordeste;50.000-99.999;29,78;49,65;61,29;77,45;68,09;Urbano
2017;Nordeste;10.000-24.999;22,00;48,94;57,92;97,56;0,00;Urbano
2017;Nordeste;10.000-24.999;27,03;1,59;82,19;79,23;16,98;Rural
2017;Nordeste;25.000-49.999;24,94;40,84;80,33;82,67;89,23;Rural
2017;Nordeste;10.000-24.999;26,09;8,33;61,97;78,31;66,67;Rural
2017;Nordeste;50.000-99.999;25,21;12,45;63,19;81,84;42,66;Rural
2017;Nordeste;10.000-24.999;19,15;3,65;78,09;79,03;18,18;Urbano
2017;Nordeste;10.000-24.999;10,53;14,31;87,10;83,40;92,11;Rural
2017;Nordeste;10.000-24.999;20,60;71,84;77,28;80,88;81,19;Urbano
2017;Nordeste;A partir de 100.000;26,78;35,52;73,74;83,16;70,90;Urbano
2017;Nordeste;25.000-49.999;18,15;28,12;82,75;82,42;82,23;Rural
2017;Nordeste;25.000-49.999;30,24;0,05;83,01;60,01;98,00;Rural
2017;Nordeste;50.000-99.999;26,63;6,27;83,08;82,07;51,74;Rural
2017;Nordeste;10.000-24.999;34,07;1,53;87,82;59,78;14,53;Rural
2017;Nordeste;25.000-49.999;20,05;50,48;85,77;89,01;79,69;Urbano
2017;Nordeste;50.000-99.999;22,20;60,24;80,21;75,46;90,94;Urbano
2017;Nordeste;25.000-49.999;26,35;3,82;79,17;83,41;67,16;Urbano
2017;Nordeste;25.000-49.999;20,44;20,39;81,02;85,95;56,72;Rural
2017;Nordeste;10.000-24.999;22,22;23,35;82,17;73,75;79,66;Rural
2017;Nordeste;10.000-24.999;36,67;35,59;68,33;83,33;76,47;Rural
2017;Nordeste;25.000-49.999;21,74;2,37;68,20;80,30;77,53;Urbano
2017;Nordeste;5.000-9.999;27,59;1,18;78,76;82,39;88,00;Rural
2017;Nordeste;10.000-24.999;16,97;17,87;74,21;85,71;78,12;Rural
2017;Nordeste;5.000-9.999;13,33;6,97;84,67;95,42;100,00;Rural
2017;Nordeste;25.000-49.999;31,66;9,68;85,23;86,48;54,67;Rural
2017;Nordeste;50.000-99.999;25,59;35,52;86,50;77,44;75,28;Rural
2017;Nordeste;10.000-24.999;26,96;57,87;78,10;90,02;46,53;Urbano
2017;Nordeste;25.000-49.999;21,33;66,23;66,82;82,96;76,23;Urbano
2017;Nordeste;10.000-24.999;26,79;0,62;65,42;83,98;69,70;Rural
2017;Nordeste;10.000-24.999;43,48;17,81;83,48;97,06;0,00;Rural
2017;Nordeste;25.000-49.999;28,24;34,98;79,97;76,13;42,70;Rural
2017;Nordeste;10.000-24.999;18,18;1,97;85,53;93,60;100,00;Urbano
2017;Nordeste;10.000-24.999;25,55;67,51;83,32;94,49;69,44;Urbano
2017;Nordeste;10.000-24.999;30,19;3,29;78,26;90,88;42,25;Rural
2017;Nordeste;10.000-24.999;22,05;9,90;76,95;88,92;82,65;Urbano
2017;Nordeste;10.000-24.999;22,92;10,22;81,11;85,71;48,00;Rural
2017;Nordeste;50.000-99.999;22,92;20,07;75,53;78,64;58,91;Rural
2017;Nordeste;25.000-49.999;9,12;2,88;83,35;91,89;66,00;Urbano
2017;Nordeste;10.000-24.999;20,44;1,23;88,77;96,69;70,37;Rural
2017;Nordeste;25.000-49.999;25,78;1,51;88,81;87,27;46,98;Rural
2017;Nordeste;10.000-24.999;38,10;3,57;82,14;76,47;65,12;Rural
2017;Nordeste;25.000-49.999;33,87;3,20;75,71;80,32;63,93;Rural
2017;Nordeste;10.000-24.999;24,49;0,65;81,94;90,09;47,06;Rural
2017;Nordeste;10.000-24.999;26,43;2,49;84,67;69,45;15,79;Rural
2017;Nordeste;50.000-99.999;32,89;37,46;57,28;92,83;9,09;Urbano
2017;Nordeste;25.000-49.999;28,30;28,63;82,23;75,36;61,99;Rural
2017;Nordeste;10.000-24.999;14,29;49,60;84,37;94,52;40,00;Rural
2017;Nordeste;50.000-99.999;19,48;38,73;79,05;92,86;39,73;Urbano
2017;Nordeste;10.000-24.999;15,05;34,50;80,24;86,09;50,41;Rural
2017;Nordeste;25.000-49.999;11,03;4,01;66,29;85,51;70,73;Rural
2017;Nordeste;25.000-49.999;18,53;0,85;72,64;86,88;82,06;Urbano
2017;Nordeste;50.000-99.999;23,97;10,15;79,92;86,54;47,58;Rural
2017;Nordeste;A partir de 100.000;21,46;24,69;52,35;71,66;70,96;Urbano
2017;Nordeste;10.000-24.999;31,94;27,87;80,49;85,50;34,33;Rural
2017;Nordeste;A partir de 100.000;19,35;62,23;46,63;73,79;57,20;Urbano
2017;Nordeste;10.000-24.999;32,05;6,84;84,78;78,18;79,06;Rural
2017;Nordeste;25.000-49.999;38,51;0,41;76,63;95,66;58,00;Urbano
2017;Nordeste;25.000-49.999;27,27;54,02;79,71;97,06;44,00;Urbano
2017;Nordeste;Até 4.999;25,00;23,97;79,34;98,44;100,00;Rural
2017;Nordeste;10.000-24.999;50,00;3,93;79,12;84,85;48,15;Rural
2017;Nordeste;10.000-24.999;35,00;19,20;73,63;68,65;49,15;Rural
2017;Nordeste;5.000-9.999;20,00;69,61;83,43;97,53;50,00;Urbano
2017;Nordeste;10.000-24.999;24,14;1,12;66,72;78,28;51,92;Rural
2017;Nordeste;50.000-99.999;33,38;55,49;66,06;82,32;56,44;Urbano
2017;Nordeste;10.000-24.999;28,00;49,64;75,10;82,28;77,36;Rural
2017;Nordeste;10.000-24.999;26,02;12,71;84,11;94,48;77,78;Urbano
2017;Nordeste;10.000-24.999;28,21;87,80;74,90;96,05;70,59;Urbano
2017;Nordeste;10.000-24.999;31,58;25,79;77,55;79,91;66,67;Urbano
2017;Nordeste;10.000-24.999;10,00;72,84;91,12;84,34;80,00;Urbano
2017;Nordeste;10.000-24.999;41,30;2,01;84,37;80,81;40,00;Rural
2017;Nordeste;25.000-49.999;23,81;46,27;76,26;90,00;75,00;Rural
2017;Nordeste;10.000-24.999;19,03;70,15;74,24;88,40;70,09;Urbano
2017;Nordeste;10.000-24.999;34,08;2,18;78,67;80,89;30,94;Rural
2017;Nordeste;25.000-49.999;29,86;36,52;67,92;73,89;83,51;Urbano
2017;Nordeste;10.000-24.999;26,92;21,67;78,12;93,17;28,57;Rural
2017;Nordeste;10.000-24.999;25,09;59,68;84,87;90,21;84,15;Rural
2017;Nordeste;A partir de 100.000;15,88;65,55;68,42;91,66;45,82;Urbano
2017;Nordeste;25.000-49.999;23,26;19,88;78,55;87,75;54,34;Rural
2017;Nordeste;25.000-49.999;22,55;67,04;81,78;86,13;86,26;Urbano
2017;Nordeste;50.000-99.999;24,03;39,21;74,24;84,02;71,23;Rural
2017;Nordeste;5.000-9.999;45,16;28,81;70,62;84,56;4,35;Urbano
2017;Nordeste;10.000-24.999;45,14;0,89;79,82;75,73;59,10;Rural
2017;Nordeste;25.000-49.999;9,85;0,78;88,42;79,51;35,19;Rural
2017;Nordeste;50.000-99.999;33,75;23,27;74,17;85,09;72,54;Urbano
2017;Nordeste;25.000-49.999;19,85;1,94;81,38;90,67;48,57;Urbano
2017;Nordeste;50.000-99.999;33,81;60,15;76,52;81,58;83,78;Urbano
2017;Nordeste;A partir de 100.000;32,72;79,80;60,72;77,29;69,60;Urbano
2017;Nordeste;25.000-49.999;12,50;46,93;87,34;96,20;66,67;Rural
2017;Nordeste;10.000-24.999;45,61;0,93;90,72;56,39;96,12;Rural
2017;Nordeste;10.000-24.999;21,21;65,93;82,14;91,45;92,86;Urbano
2017;Nordeste;10.000-24.999;18,42;58,40;75,97;93,79;87,50;Urbano
2017;Nordeste;5.000-9.999;13,04;8,04;66,33;82,93;66,67;Urbano
2017;Nordeste;5.000-9.999;33,33;83,76;86,80;95,35;50,00;Urbano
